deputy_id,name,party,state,email,photo_url,idLegislatura
178927,Aliel Machado,PV,PR,dep.alielmachado@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178927.jpg,57
226708,Allan Garcês,PP,MA,dep.allangarces@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/226708.jpg,57
178937,Altineu Côrtes,PL,RJ,dep.altineucortes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,57
178881,Aluisio Mendes,PSC,MA,dep.aluisiomendes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,57
220596,Amália Barros,PL,MT,,https://www.camara.leg.br/internet/deputado/bandep/220596.jpg,57
220707,Amanda Gentil,PP,MA,dep.amandagentil@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220707.jpg,57
204356,Amaro Neto,REPUBLICANOS,ES,dep.amaroneto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg,57
220715,Amom Mandel,CIDADANIA,AM,dep.amommandel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220715.jpg,57
107970,Ana Paula Leão,PP,MG,dep.anapaulaleao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/107970.jpg,57
220556,Ana Paula Lima,PT,SC,dep.anapaulalima@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220556.jpg,57
220632,Ana Pimentel,PT,MG,dep.anapimentel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220632.jpg,57
220657,André Fernandes,PL,CE,dep.andrefernandes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220657.jpg,57
204423,André Ferreira,PL,PE,dep.andreferreira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg,57
133439,André Figueiredo,PDT,CE,dep.andrefigueiredo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg,57
178882,André Fufuca,PP,MA,,https://www.camara.leg.br/internet/deputado/bandep/178882.jpg,57
204515,André Janones,AVANTE,MG,dep.andrejanones@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg,57
220676,Andreia Siqueira,MDB,PA,dep.andreiasiqueira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220676.jpg,57
123756,Antônia Lúcia,REPUBLICANOS,AC,dep.antonialucia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/123756.jpg,57
220544,Antonio Andrade,REPUBLICANOS,TO,dep.antonioandrade@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220544.jpg,57
160553,Antonio Brito,PSD,BA,dep.antoniobrito@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg,57
220638,Antonio Carlos Rodrigues,PL,SP,dep.antoniocarlosrodrigues@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220638.jpg,57
220675,Antônio Doido,MDB,PA,dep.antoniodoido@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220675.jpg,57
220549,Any Ortiz,CIDADANIA,RS,dep.anyortiz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220549.jpg,57
73433,Arlindo Chinaglia,PT,SP,dep.arlindochinaglia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg,57
141391,Arnaldo Jardim,CIDADANIA,SP,dep.arnaldojardim@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg,57
160541,Arthur Lira,PP,AL,dep.arthurlira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg,57
160600,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg,57
74090,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg,57
123086,Átila Lira,PP,PI,dep.atilalira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/123086.jpg,57
160665,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg,57
220577,Augusto Pupio,MDB,AP,dep.augustopuppio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220577.jpg,57
160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg,57
69871,Bacelar,PV,BA,dep.bacelar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg,57
178975,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg,57
220605,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220605.jpg,57
220612,Bebeto,PTB,RJ,dep.bebeto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg,57
73701,Benedita da Silva,PT,RJ,dep.beneditadasilva@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg,57
109429,Benes Leocádio,UNIÃO,RN,dep.benesleocadio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg,57
204358,Beto Pereira,PSDB,MS,dep.betopereira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg,57
220698,Beto Preto,PSD,PR,,https://www.camara.leg.br/internet/deputado/bandep/220698.jpg,57
220683,Beto Richa,PSDB,PR,dep.betoricha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220683.jpg,57
204374,Bia Kicis,PL,DF,dep.biakicis@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg,57
204388,Bibo Nunes,PL,RS,dep.bibonunes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg,57
160538,Bohn Gass,PT,RS,dep.bohngass@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160538.jpg,57
74052,Bosco Costa,PL,SE,,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,57
210989,Bruno Farias,AVANTE,MG,dep.brunofarias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/210989.jpg,57
220635,Bruno Ganem,PODE,SP,dep.brunoganem@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220635.jpg,57
220574,Cabo Gilberto Silva,PL,PB,dep.cabogilbertosilva@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg,57
143942,Caio Vianna,PSD,RJ,,https://www.camara.leg.br/internet/deputado/bandep/143942.jpg,57
220548,Camila Jara,PT,MS,dep.camilajara@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220548.jpg,57
204572,Capitão Alberto Neto,PL,AM,dep.capitaoalbertoneto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg,57
220690,Capitão Alden,PL,BA,dep.capitaoalden@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220690.jpg,57
178829,Capitão Augusto,PL,SP,dep.capitaoaugusto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,57
229069,Capitão Samuel,PP,SE,,https://www.camara.leg.br/internet/deputado/bandep/229069.jpg,57
229106,Carla Ayres,PT,SC,,https://www.camara.leg.br/internet/deputado/bandep/229106.jpg,57
213762,Carla Dickson,UNIÃO,RN,dep.carladickson@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg,57
204507,Carla Zambelli,PL,SP,dep.carlazambelli@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg,57
204361,Carlos Chiodini,MDB,SC,dep.carloschiodini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,57
178962,Carlos Gomes,REPUBLICANOS,RS,,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg,57
178993,Carlos Henrique Gaguim,UNIÃO,TO,dep.carloshenriquegaguim@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg,57
204460,Carlos Jordy,PL,RJ,dep.carlosjordy@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg,57
74262,Carlos Sampaio,PSDB,SP,dep.carlossampaio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74262.jpg,57
204426,Carlos Veras,PT,PE,dep.carlosveras@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204426.jpg,57
141398,Carlos Zarattini,PT,SP,dep.carloszarattini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg,57
164360,Carmen Zanotto,CIDADANIA,SC,,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg,57
220704,Carol Dartora,PT,PR,dep.caroldartora@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220704.jpg,57
204369,Caroline de Toni,PL,SC,dep.carolinedetoni@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg,57
220699,Castro Neto,PSD,PI,dep.castroneto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220699.jpg,57
206018,Célia Xakriabá,PSOL,MG,dep.celiaxakriaba@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/206018.jpg,57
178876,Célio Silveira,MDB,GO,dep.celiosilveira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg,57
204488,Célio Studart,PSD,CE,dep.celiostudart@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204488.jpg,57
73441,Celso Russomanno,REPUBLICANOS,SP,dep.celsorussomanno@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg,57
204496,Celso Sabino,UNIÃO,PA,,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg,57
204504,Cezinha de Madureira,PSD,SP,dep.cezinhademadureira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg,57
205476,Charles Fernandes,PSD,BA,dep.charlesfernandes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg,57
74171,Chico Alencar,PSOL,RJ,dep.chicoalencar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74171.jpg,57
204476,Chiquinho Brazão,UNIÃO,RJ,dep.chiquinhobrazao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204476.jpg,57
204462,Chris Tonietto,PL,RJ,dep.christonietto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg,57
220665,Clarissa Tércio,PP,PE,dep.clarissatercio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220665.jpg,57
74537,Claudio Cajado,PP,BA,dep.claudiocajado@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg,57
141408,Cleber Verde,REPUBLICANOS,MA,dep.cleberverde@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg,57
88256,Clodoaldo Magalhães,PV,PE,dep.clodoaldomagalhaes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/88256.jpg,57
98148,Cobalchini,MDB,SC,dep.cobalchini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/98148.jpg,57
220594,Coronel Assis,UNIÃO,MT,dep.coronelassis@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220594.jpg,57
204378,Coronel Chrisóstomo,PL,RO,dep.coronelchrisostomo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg,57
220595,Coronel Fernanda,PL,MT,dep.coronelfernanda@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220595.jpg,57
220666,Coronel Meira,PL,PE,dep.coronelmeira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220666.jpg,57
222142,Coronel Telhada,PP,SP,,https://www.camara.leg.br/internet/deputado/bandep/222142.jpg,57
220590,Coronel Ulysses,UNIÃO,AC,dep.coronelulysses@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220590.jpg,57
178963,Covatti Filho,PP,RS,dep.covattifilho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178963.jpg,57
220608,Cristiane Lopes,UNIÃO,RO,dep.cristianelopes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220608.jpg,57
204355,Da Vitoria,PP,ES,dep.davitoria@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg,57
141411,Dagoberto Nogueira,PSDB,MS,dep.dagobertonogueira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg,57
220555,Daiana Santos,PCdoB,RS,dep.daianasantos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220555.jpg,57
220692,Dal Barreto,UNIÃO,BA,dep.dalbarreto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220692.jpg,57
74467,Damião Feliciano,UNIÃO,PB,dep.damiaofeliciano@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg,57
220629,Dandara,PT,MG,dep.dandara@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220629.jpg,57
220603,Dani Cunha,UNIÃO,RJ,dep.danicunha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220603.jpg,57
220571,Daniel Agrobom,PL,GO,dep.danielagrobom@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220571.jpg,57
74060,Daniel Almeida,PCdoB,BA,dep.danielalmeida@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg,57
220582,Daniel Barbosa,PP,AL,dep.danielbarbosa@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220582.jpg,57
204367,Daniel Freitas,PL,SC,dep.danielfreitas@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg,57
228941,Daniel José,PODE,SP,,https://www.camara.leg.br/internet/deputado/bandep/228941.jpg,57
220614,Daniel Soranz,PSD,RJ,dep.dr.danielsoranz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220614.jpg,57
204409,Daniel Trzeciak,PSDB,RS,dep.danieltrzeciak@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg,57
204459,Daniela do Waguinho,UNIÃO,RJ,dep.danieladowaguinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg,57
220557,Daniela Reinehr,PL,SC,dep.danielareinehr@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220557.jpg,57
62881,Danilo Forte,UNIÃO,CE,dep.daniloforte@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg,57
160552,Danrlei de Deus Hinterholz,PSD,RS,dep.danrleidedeushinterholz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160552.jpg,57
116379,Darci de Matos,PSD,SC,,https://www.camara.leg.br/internet/deputado/bandep/116379.jpg,57
204511,David Soares,UNIÃO,SP,dep.davidsoares@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204511.jpg,57
220659,Dayany Bittencourt,UNIÃO,CE,dep.dayanybittencourt@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220659.jpg,57
220539,Defensor Stélio Dener,REPUBLICANOS,RR,dep.defensorsteliodener@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220539.jpg,57
220565,Delegada Adriana Accorsi,PT,GO,dep.delegadaadrianaaccorsi@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220565.jpg,57
220625,Delegada Ione,AVANTE,MG,dep.delegadaione@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220625.jpg,57
220561,Delegada Katarina,PSD,SE,dep.delegadakatarina@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220561.jpg,57
220642,Delegado Bruno Lima,PP,SP,dep.delegadobrunolima@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220642.jpg,57
220673,Delegado Caveira,PL,PA,dep.delegadocaveira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220673.jpg,57
220649,Delegado da Cunha,PP,SP,dep.delegadodacunha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220649.jpg,57
178908,Delegado Éder Mauro,PL,PA,dep.delegadoedermauro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg,57
220583,Delegado Fabio Costa,PP,AL,dep.delegadofabiocosta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220583.jpg,57
204512,Delegado Marcelo Freitas,UNIÃO,MG,dep.delegadomarcelofreitas@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg,57
220701,Delegado Matheus Laiola,UNIÃO,PR,dep.delegadomatheuslaiola@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220701.jpg,57
220652,Delegado Palumbo,MDB,SP,dep.delegadopalumbo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220652.jpg,57
220654,Delegado Paulo Bilynskyj,PL,SP,dep.delegadopaulobilynskyj@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220654.jpg,57
220619,Delegado Ramagem,PL,RJ,dep.delegadoramagem@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220619.jpg,57
228272,Délio Pinheiro,PDT,MG,,https://www.camara.leg.br/internet/deputado/bandep/228272.jpg,57
220705,Deltan Dallagnol,PODE,PR,,https://www.camara.leg.br/internet/deputado/bandep/220705.jpg,57
220553,Denise Pessôa,PT,RS,dep.denisepessoa@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220553.jpg,57
220689,Detinha,PL,MA,dep.detinha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220689.jpg,57
160588,Diego Andrade,PSD,MG,dep.diegoandrade@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160588.jpg,57
220691,Diego Coronel,PSD,BA,dep.diegocoronel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220691.jpg,57
178929,Diego Garcia,REPUBLICANOS,PR,dep.diegogarcia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg,57
73768,Dilceu Sperafico,PP,PR,dep.dilceusperafico@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73768.jpg,57
220671,Dilvanda Faro,PT,PA,dep.dilvandafaro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220671.jpg,57
160599,Dimas Fabiano,PP,MG,dep.dimasfabiano@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160599.jpg,57
220602,Dimas Gadelha,PT,RJ,dep.dimasgadelha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220602.jpg,57
143632,Domingos Neto,PSD,CE,dep.domingosneto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/143632.jpg,57
160758,Domingos Sávio,PL,MG,dep.domingossavio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg,57
220573,Dorinaldo Malafaia,PDT,AP,dep.dorinaldomalafaia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220573.jpg,57
227433,Douglas Viegas,UNIÃO,SP,,https://www.camara.leg.br/internet/deputado/bandep/227433.jpg,57
204450,Doutor Luizinho,PP,RJ,dep.doutorluizinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg,57
221339,Dr Benjamim,UNIÃO,MA,,https://www.camara.leg.br/internet/deputado/bandep/221339.jpg,57
227401,Dr Fabio Rueda,UNIÃO,AC,,https://www.camara.leg.br/internet/deputado/bandep/227401.jpg,57
227991,Dr Flávio,PL,RJ,,https://www.camara.leg.br/internet/deputado/bandep/227991.jpg,57
220610,Dr. Fernando Máximo,UNIÃO,RO,dep.dr.fernandomaximo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220610.jpg,57
220688,Dr. Francisco,PT,PI,dep.dr.francisco@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220688.jpg,57
204518,Dr. Frederico,PATRIOTA,MG,dep.dr.frederico@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg,57
212625,Dr. Gonçalo,PODE,MA,,https://www.camara.leg.br/internet/deputado/bandep/212625.jpg,57
220570,Dr. Ismael Alexandrino,PSD,GO,dep.dr.ismaelalexandrino@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220570.jpg,57
204481,Dr. Jaziel,PL,CE,dep.dr.jaziel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg,57
204351,Dr. Luiz Ovando,PP,MS,dep.dr.luizovando@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg,57
228616,Dr. Remy Soares,PP,MA,,https://www.camara.leg.br/internet/deputado/bandep/228616.jpg,57
220528,Dr. Victor Linhalis,PODE,ES,dep.dr.victorlinhalis@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220528.jpg,57
204412,Dr. Zacharias Calil,UNIÃO,GO,dep.dr.zachariascalil@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204412.jpg,57
220674,Dra. Alessandra Haber,MDB,PA,dep.dra.alessandrahaber@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220674.jpg,57
230088,Dra. Mayra Pinheiro,PL,CE,,https://www.camara.leg.br/internet/deputado/bandep/230088.jpg,57
220686,Duarte,PSB,MA,dep.duartejr@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220686.jpg,57
227800,Duarte Gonçalves Jr,PSC,MG,,https://www.camara.leg.br/internet/deputado/bandep/227800.jpg,57
220540,Duda Ramos,MDB,RR,dep.dudaramos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220540.jpg,57
220623,Duda Salabert,PDT,MG,dep.dudasalabert@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220623.jpg,57
204541,Eduardo Bismarck,PDT,CE,,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg,57
92346,Eduardo Bolsonaro,PL,SP,dep.eduardobolsonaro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/92346.jpg,57
141421,Eduardo da Fonte,PP,PE,dep.eduardodafonte@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg,57
220589,Eduardo Velloso,UNIÃO,AC,dep.eduardovelloso@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220589.jpg,57
74075,Elcione Barbalho,MDB,PA,dep.elcionebarbalho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg,57
204364,Eli Borges,PL,TO,dep.eliborges@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204364.jpg,57
226553,Eliane Braz,PSD,CE,,https://www.camara.leg.br/internet/deputado/bandep/226553.jpg,57
229585,Elisangela Araujo,PT,BA,,https://www.camara.leg.br/internet/deputado/bandep/229585.jpg,57
220008,Eliza Virgínia,PP,PB,,https://www.camara.leg.br/internet/deputado/bandep/220008.jpg,57
178854,Elmar Nascimento,UNIÃO,BA,dep.elmarnascimento@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178854.jpg,57
218086,Ely Santos,REPUBLICANOS,SP,dep.elysantos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/218086.jpg,57
198783,Emanuel Pinheiro Neto,MDB,MT,dep.emanuelpinheironeto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/198783.jpg,57
161550,Emidinho Madeira,PL,MG,dep.emidinhomadeira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/161550.jpg,57
225730,Enfermeira Ana Paula,PDT,CE,dep.enfermeiraanapaula@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/225730.jpg,57
230765,Enfermeira Rejane,PCdoB,RJ,dep.enfermeirarejane@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/230765.jpg,57
